order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,purchase_year,purchase_month,purchase_day,purchase_weekday,delivery_days,estimated_delivery_days,delivery_delay,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,total_revenue
9725871b2a067d972355980be11e7d1d,10485a34b74fc55cb3502f137335a9f0,delivered,18-10-2017 17:23,18-10-2017 17:37,19-10-2017 18:48,24-10-2017 17:13,30-10-2017,2017,10,18,Wednesday,5,11,-6,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,24-10-2017 17:36,119.99,12.04,132.03
ce101c122a22608be5d6ba81b4a08080,440e4758b251e98b20be22c8ad51ef8d,delivered,25-07-2018 09:01,25-07-2018 09:10,27-07-2018 14:47,08-08-2018 15:42,13-08-2018,2018,7,25,Wednesday,14,18,-4,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,30-07-2018 09:10,29.9,18.31,48.21
ae58081c0be4ca730f53473f8f5d5df7,6a0ce72a507b9ca7bdf5ab4f1a875a46,delivered,13-04-2018 18:45,13-04-2018 18:55,17-04-2018 18:20,18-04-2018 19:14,30-04-2018,2018,4,13,Friday,5,16,-11,1,e3ef50d542d4e6477fbcf202a02ef040,ea8482cd71df3c1969d7b9473ff13abc,19-04-2018 18:55,19.9,7.39,27.29
62e27d060f7d7b3d2fd424b0e1d7adaa,ebc37754efcd5ef1954d9980073a6c00,delivered,09-04-2018 20:14,09-04-2018 20:30,10-04-2018 21:14,16-04-2018 19:55,02-05-2018,2018,4,9,Monday,6,22,-16,1,ad7d07f5775feab3f20504d1ad3fff11,8185694b58b2ba6de20fd41ae608bbea,13-04-2018 20:30,90,18.51,108.51
f2bfe1e2b86b6e22866492f4dbd26ff0,80f96051386679183cf545a68d3314c8,delivered,02-12-2017 00:01,02-12-2017 00:14,04-12-2017 18:06,20-12-2017 20:39,02-01-2018,2017,12,2,Saturday,18,30,-12,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,07-12-2017 00:14,179.99,45.72,225.71
f1ce9965a957c39b5753f2b82622f6fb,c281c5f935d39e223bdc5aa6f1955ad6,delivered,19-11-2017 17:37,19-11-2017 17:50,21-11-2017 22:26,29-11-2017 18:09,07-12-2017,2017,11,19,Sunday,10,17,-7,1,84f5c4f480ad6c9998d6a6860f1a2e41,282f23a9769b2690c5dda22e316f9941,23-11-2017 17:50,39,16.6,55.6
c566fd2719c6f9e102a841c474cb490c,2ab251c4e8580a85814a7f81f26c58cf,delivered,12-12-2017 16:52,12-12-2017 17:08,13-12-2017 23:28,26-12-2017 17:52,10-01-2018,2017,12,12,Tuesday,14,28,-14,1,1bab2e484686f57566de99a627223576,1dfe5347016252a7884b694d4f10f5c4,18-12-2017 17:08,74.8,15.69,90.49
4ed72b48d55c5cb2ad3a63f2b96dca12,21f278eb70a67b20a0ef209cef3e47dc,delivered,01-12-2017 18:02,03-12-2017 17:56,04-12-2017 22:46,09-12-2017 14:16,27-12-2017,2017,12,1,Friday,7,25,-18,1,252641aa4855aef622089db60c4ad90a,06e5eefc71ec47ae763c5c6f8db7064f,07-12-2017 17:56,169.97,16.63,186.6
72d78d466fc73ada5f9cc332c9beeedc,4039e92b7690e25133678378b7b8e6ad,delivered,24-04-2018 19:52,24-04-2018 20:10,25-04-2018 13:58,05-05-2018 14:38,14-05-2018,2018,4,24,Tuesday,10,19,-9,2,8726429de3797e35c022a32137909d2b,afa6714acee029b2dfdf357e5579cc03,30-04-2018 20:10,89.99,17.54,107.53
4d5f4d9f45924156c57a69d5ef886822,038eba7c093b00abd73987d7c22c6f06,delivered,19-04-2018 15:03,19-04-2018 15:15,20-04-2018 19:26,24-04-2018 01:02,08-05-2018,2018,4,19,Thursday,4,18,-14,1,875354d714cb706c1429cbaab1c358a4,2156f2671501a81034d7d07f217609d0,25-04-2018 15:15,319.9,22.28,342.18
309b9de8813533826a3005f94bee92b9,7d256faf9786f86ad032ffdc9554ea2d,delivered,24-04-2018 14:31,25-04-2018 14:33,26-04-2018 13:38,04-05-2018 18:56,23-05-2018,2018,4,24,Tuesday,10,28,-18,5,ca140156f7f81f8e406cc66cb8f12a67,6edacfd9f9074789dad6d62ba7950b9c,02-05-2018 14:31,71.9,13.26,85.16
d1ee985bf7378b46fd1058b35c8132da,7bd970d498ab2a1515d5d0095bb7cbc1,delivered,07-08-2018 18:18,09-08-2018 03:44,10-08-2018 17:15,20-08-2018 23:36,20-09-2018,2018,8,7,Tuesday,13,43,-30,1,11182511f8556822085ea032df785dae,7d13fca15225358621be4086e1eb0964,20-08-2018 03:44,96.58,22.61,119.19
c27c10569c789ec6293df7ef9f4caaa1,c4f6b0c6b4edc8bf67467bb6bf1077fe,delivered,31-03-2017 15:41,31-03-2017 15:55,11-04-2017 16:38,18-04-2017 19:29,09-05-2017,2017,3,31,Friday,18,38,-20,1,1bfb290d7273a442c874dbe74b4abae6,a7f13822ceb966b076af67121f87b063,11-04-2017 15:55,89.96,26.13,116.09
03d7f508a18d76f89489c40b7008f7e4,c9a67b1df99803321bd59735c389a6c5,delivered,15-03-2018 08:51,15-03-2018 09:09,20-03-2018 00:41,20-03-2018 17:30,27-03-2018,2018,3,15,Thursday,5,11,-6,1,b38b25d838ae0b8385e8cc68b9017644,fad44952713764836814be105382aee5,21-03-2018 09:09,180,8.29,188.29
a57913442118de617c1687f936b0a986,b2816e7811a78ca273c766bc022033ff,delivered,26-02-2018 13:20,26-02-2018 13:35,02-03-2018 20:12,06-03-2018 20:55,16-03-2018,2018,2,26,Monday,8,17,-9,1,dad27486af34282fef3bef995d0fda7b,7a67c85e85bb2ce8582c35f2203ad736,02-03-2018 13:31,214.99,17.13,232.12
78d1ad5b65aecc8f61c0fab7b28e8281,dbb68cef9a37ab412a671c35ef258d33,delivered,21-03-2018 11:47,21-03-2018 11:55,22-03-2018 18:51,04-04-2018 16:21,17-04-2018,2018,3,21,Wednesday,14,26,-12,1,2edc5e6012ad882462d116ed5a9e3085,c4fabeea6e569d42d02993bb1f4f1cbc,27-03-2018 11:55,99.9,27.25,127.15
d985fb531fec480414b13531ab8c6e24,5bdebe0bf44ced6aa0ad9a97753e5776,delivered,09-05-2018 15:17,09-05-2018 15:37,10-05-2018 15:25,15-05-2018 20:57,29-05-2018,2018,5,9,Wednesday,6,19,-13,1,81288df52439985f610be64465e53f57,54a1852d1b8f10312c55e906355666ee,11-05-2018 15:37,109.99,23.35,133.34
4a2a03eba693b69ec224283b56ee486e,946832699a5d660dcdfed91bc6346cbb,delivered,02-03-2018 16:53,02-03-2018 17:10,05-03-2018 20:19,07-03-2018 23:48,14-03-2018,2018,3,2,Friday,5,11,-6,1,a8075470f960215ffb67624782f80fec,ff063b022a9a0aab91bad2c9088760b7,08-03-2018 17:10,99,13.25,112.25
5ce6115708c300fbcc79f7886d0163ec,4e32ac19f4d82eb93a61b07b37c24eac,delivered,10-08-2018 15:55,10-08-2018 16:05,13-08-2018 14:43,17-08-2018 16:04,28-08-2018,2018,8,10,Friday,7,17,-10,2,020a80cb704bf65f38761fcedf2af192,ef2fbc2b607d8492bcffe657a4645434,15-08-2018 16:05,49.9,16.54,66.44
b8dbf67f537e4897a9d5d6569fd7ea01,4b31542172377edc9084ac0e82055a61,delivered,10-08-2018 18:50,10-08-2018 19:04,13-08-2018 11:57,30-08-2018 17:41,10-09-2018,2018,8,10,Friday,19,30,-11,1,81effc3dd4e4875690858fca347c76c7,7299e27ed73d2ad986de7f7c77d919fa,14-08-2018 19:04,199.99,24.55,224.54
a483ffe0ce133740ab12ebcba8a3ccf9,e2f063c52fa92b54f186c62b90699c10,delivered,10-01-2018 14:16,10-01-2018 14:29,13-01-2018 00:47,19-01-2018 10:16,31-01-2018,2018,1,10,Wednesday,8,20,-12,9,36f60d45225e60c7da4558b070ce4b60,8e6d7754bc7e0f22c96d255ebda59eba,16-01-2018 14:29,109.89,13.11,123
4ca31d816ef051b337c5b2ecdbd58b77,f9ccfaeb8525f18b31359f04c1490d63,delivered,22-06-2018 23:18,23-06-2018 01:40,25-06-2018 08:05,28-06-2018 13:28,17-07-2018,2018,6,22,Friday,5,24,-19,1,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,26-06-2018 01:30,27.9,18.3,46.2
7743b506a4c2e87e3f5af919334ea71a,b0b613e9e97d82c42795abe6687ab472,delivered,07-11-2017 14:14,07-11-2017 14:30,08-11-2017 13:09,17-11-2017 17:48,30-11-2017,2017,11,7,Tuesday,10,22,-12,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,13-11-2017 14:30,179.99,45.72,225.71
93aa3771306828f17309cce989a90e5f,d73a7b09f610f81f5c49adb582aeccf6,delivered,05-03-2018 15:32,05-03-2018 15:49,10-03-2018 00:18,02-05-2018 21:42,26-03-2018,2018,3,5,Monday,58,20,38,1,101db7b4f26cc560363660d06fe980cd,e5a3438891c0bfdb9394643f95273d8e,09-03-2018 15:49,55.3,15.14,70.44
b8ef769a959add8d51bf27fad025d316,5037d4e6fc10e6a32707edff10d657bd,delivered,10-01-2018 14:39,12-01-2018 02:48,13-01-2018 01:49,22-01-2018 21:29,08-02-2018,2018,1,10,Wednesday,12,28,-16,2,0e5955fbbb16c3f92127ac470386ea88,897060da8b9a21f655304d50fd935913,22-01-2018 02:48,47,13.37,60.37
ef631f2168b86a6efd53a9fdfb9d4699,c02a6990593c8e099095ecef024194ea,delivered,28-12-2017 00:19,29-12-2017 07:39,02-01-2018 18:44,07-02-2018 02:32,20-02-2018,2017,12,28,Thursday,41,53,-12,1,ac18c4fdc7fb66fe4d3d88dfc02d041f,6cd68b3ed6d59aaa9fece558ad360c0a,05-01-2018 07:39,46.5,25.38,71.88
9e51155c4d15c5f62e0b309826c25a02,6c84262d46fe370972acbf13ad5f97c8,delivered,23-11-2017 22:58,23-11-2017 23:08,24-11-2017 22:03,12-12-2017 21:33,14-12-2017,2017,11,23,Thursday,18,20,-2,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,29-11-2017 23:08,49,17.64,66.64
41d85a7a138b7205e32211537623eed3,3f9c9291f2f75b1d262b5125f316490f,delivered,16-07-2018 05:23,16-07-2018 21:31,17-07-2018 12:51,23-07-2018 19:54,31-07-2018,2018,7,16,Monday,7,14,-7,1,14d9afd912784344d5bb9a12b23478d2,0176f73cc1195f367f7b32db1e5b3aa8,19-07-2018 21:31,119.9,33.92,153.82
149d32ba42826835e09c375b8a1fa923,32a999da0202254e1933631170777178,delivered,22-02-2018 09:19,22-02-2018 09:35,24-02-2018 00:33,06-04-2018 18:16,21-03-2018,2018,2,22,Thursday,43,26,17,1,dbb67791e405873b259e4656bf971246,f457c46070d02cadd8a68551231220dd,28-02-2018 09:30,82,17.01,99.01
940f98f306f127ddd621e4a991e03478,d52da13f5938784b86666bade7b1d578,delivered,27-07-2017 12:40,27-07-2017 12:50,27-07-2017 20:24,09-08-2017 20:16,28-08-2017,2017,7,27,Thursday,13,31,-18,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,02-08-2017 12:50,89.9,17.07,106.97
293e34b72465ae7478f59d4d0b3e58ba,369681dede08381d68cdbc2e76f226d6,delivered,17-07-2018 16:39,18-07-2018 02:55,19-07-2018 14:26,25-07-2018 18:31,02-08-2018,2018,7,17,Tuesday,8,15,-7,1,82e4ad16521ca131d95e198d507db370,128639473a139ac0f3e5f5ade55873a5,24-07-2018 02:55,18.9,13.47,32.37
7146225dc080fb528c5c9571a11feca5,cb07b073490cf298dff90b9df4fdc969,delivered,15-12-2017 18:35,15-12-2017 18:51,19-12-2017 21:52,21-12-2017 16:57,12-01-2018,2017,12,15,Friday,5,27,-22,2,00ba6d766f0b1d7b78a5ce3e1e033263,53e4c6e0f4312d4d2107a8c9cddf45cd,21-12-2017 18:51,43,21.18,64.18
1d640f23dd5922c443a96b7caf168229,c81f68a90b18cfb4921d0e55c30a9f49,delivered,24-06-2017 17:48,24-06-2017 18:26,26-06-2017 14:56,28-06-2017 12:32,07-07-2017,2017,6,24,Saturday,3,12,-9,1,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,29-06-2017 18:26,59.9,14.13,74.03
2a02dbd2e676fcfb7ee4d2bffdc4b378,92e886206d327b4998f959511fa1c392,delivered,05-04-2018 11:10,05-04-2018 11:28,07-04-2018 01:10,17-04-2018 15:57,02-05-2018,2018,4,5,Thursday,12,26,-14,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,13-04-2018 11:28,79.99,15.38,95.37
58c5215132c75e7d8226faaf2fab73a2,b4d23b30963fc02dd0e8f2ce917b2ecc,delivered,19-07-2018 08:58,19-07-2018 09:10,20-07-2018 13:59,26-07-2018 12:33,06-08-2018,2018,7,19,Thursday,7,17,-10,1,864413ca56c2bcea359a213956a922c0,4d0041cdbe51b4617d95c70b19decc74,25-07-2018 09:10,1389.9,24.8,1414.7
ee952aac074eb5c8cf647ff715c6d8f1,15e8e627b3c67564f6278c7e5737e8b2,delivered,05-02-2018 09:38,05-02-2018 09:50,06-02-2018 11:58,14-02-2018 14:19,06-03-2018,2018,2,5,Monday,9,28,-19,2,20531b0644a0719b8d506c4db3c56609,ce7d1888639e6fb06b2749cbfdac1ff7,09-02-2018 09:50,138,25.81,163.81
f2a871697115fe3d0619068a8f8eec25,3cb7adc7e73bae83c6f907892e6b0784,delivered,07-08-2017 17:55,07-08-2017 18:10,08-08-2017 19:17,10-08-2017 15:53,29-08-2017,2017,8,7,Monday,2,21,-19,3,d552454cae098a0bce10f658411fead1,0ea22c1cfbdc755f86b9b54b39c16043,11-08-2017 18:10,69.9,14.17,84.07
3b5adf4fe00431f64c9a4dcdf9d6792b,44ca75eb640f2ccb4e03b3d930b88846,delivered,16-01-2018 19:08,17-01-2018 07:11,18-01-2018 18:56,23-01-2018 18:12,06-02-2018,2018,1,16,Tuesday,6,20,-14,1,0816234aa8a9ed73333cc61afb578bd1,0be8ff43f22e456b4e0371b2245e4d01,23-01-2018 07:11,99.9,13.04,112.94
0e1168df285cd6d3ceff240eb59c0776,562099b9d9d31ce8e39de3c6cae6a75e,delivered,19-02-2018 10:35,19-02-2018 10:50,20-02-2018 17:39,21-02-2018 19:09,05-03-2018,2018,2,19,Monday,2,13,-11,1,c6e513054b982283c1cbbb2a45d02d83,f8db351d8c4c4c22c6835c19a46f01b0,23-02-2018 10:50,22.9,8.27,31.17
1bb0235977da74346734b2f9a3a1d7ae,629e3a6c0d33d6bceac9a7f8d0fb1b37,delivered,03-02-2018 03:52,03-02-2018 04:11,09-02-2018 21:18,16-03-2018 22:51,08-03-2018,2018,2,3,Saturday,41,32,9,1,55945cf4a4e6def88dcc8996a581608a,9b013e03b2ab786505a1d3b5c0756754,08-02-2018 04:11,104.49,15.48,119.97
b69757ea131affc405c02bb3b04e9a69,f99b5ad76ac1085ae3628a3dc0eff0af,delivered,03-04-2018 21:42,03-04-2018 21:50,04-04-2018 18:12,05-04-2018 19:04,18-04-2018,2018,4,3,Tuesday,1,14,-13,1,1b73aaabcddf5be28fba09916e1ed907,da8622b14eb17ae2831f4ac5b9dab84a,09-04-2018 21:50,64.9,8.17,73.07
2e34c4ee86e4ace97b31109afa1f2bb0,badff72965e07210f908561dea662eb0,delivered,23-05-2018 14:58,24-05-2018 15:55,25-05-2018 13:58,28-05-2018 23:37,08-06-2018,2018,5,23,Wednesday,5,15,-10,1,dabbb10b2f36548cf2aff2993f4cf5e2,9d4db00d65d7760644ac0c14edb5fd86,28-05-2018 15:55,106.8,9.66,116.46
5f2ca185b50a74d71d7db083f0d11b4b,e608c716333c772e7174a92759e01e7b,delivered,06-06-2018 00:13,07-06-2018 03:12,07-06-2018 14:58,15-06-2018 13:13,23-07-2018,2018,6,6,Wednesday,9,46,-37,1,fb61126545fe19cfa0593140a5cc3b13,b499c00f28f4b7069ff6550af8c1348a,15-06-2018 03:12,59.99,19.39,79.38
2fa183e49c2092ebf306bfd2f6ce9378,743c0a31efdac563c043641dcdb8173b,delivered,06-05-2018 19:51,07-05-2018 09:56,08-05-2018 11:42,11-05-2018 14:40,30-05-2018,2018,5,6,Sunday,4,23,-19,1,1743a97176a0bff38a65331fae2306af,e882b2a25a10b9c057cc49695f222c19,11-05-2018 09:56,626,28.78,654.78
d522bee95569dfe88b8bdcf435db31ab,0f7fa9801629cabf77e67ff1713ffc0f,delivered,23-02-2018 15:28,23-02-2018 15:54,01-03-2018 18:46,14-03-2018 23:51,21-03-2018,2018,2,23,Friday,19,25,-6,1,93a12c289ca2b78e7069e469f5053ef2,88460e8ebdecbfecb5f9601833981930,01-03-2018 15:54,134.9,13.07,147.97
5bd06bab48e0423fc35d1c236d48a6bb,42c0b09d094220a110c0e0e941f76f06,delivered,11-05-2017 19:17,13-05-2017 02:55,30-05-2017 09:57,07-06-2017 05:27,22-06-2017,2017,5,11,Thursday,26,41,-15,2,1d16c0509e7011656e03c6a582ff6667,17f51e7198701186712e53a39c564617,29-05-2017 02:55,760,248.54,1008.54
2d8b7efa1e3e13012f43533582104eae,90fbd970f995af4a5657912fe4280b44,delivered,03-05-2018 23:35,03-05-2018 23:50,04-05-2018 14:05,10-05-2018 19:38,21-05-2018,2018,5,3,Thursday,6,17,-11,1,c475e0af586d200a52fcfa1dee11d1b2,080102cd0a76b09e0dcf55fcacc60e05,09-05-2018 23:50,54.85,13.5,68.35
a11cd01ac67beef7e8bf09740d8a35c1,51438ab3adcedb8f8c5b9e860f6d57f6,delivered,10-03-2017 18:29,10-03-2017 18:29,20-03-2017 14:22,22-03-2017 09:06,29-03-2017,2017,3,10,Friday,11,18,-7,1,ee92961b88199a0d4329a6beca8f63da,78c99c6dff4eeae5be99bf635ed21e3f,16-03-2017 18:29,39.9,11.74,51.64
f33aa647f08ec9623c76b6212be92333,f6750b796dc102521e62579639ad43b1,shipped,23-05-2017 17:03,24-05-2017 02:55,24-05-2017 12:31,,19-06-2017,2017,5,23,Tuesday,,26,,1,aa5d6a9bd4be367ae1a3a29c323c7c11,e9779976487b77c6d4ac45f75ec7afe9,30-05-2017 02:55,85,15.34,100.34
c0c9eba73d421ff348cf87bd24ca5609,cc4e9855d82fe909d861bcdf3dd081d2,delivered,21-05-2018 15:40,21-05-2018 16:55,22-05-2018 14:31,04-06-2018 14:26,05-06-2018,2018,5,21,Monday,13,14,-1,1,da686d15de3ee88de081bd159b031e47,080102cd0a76b09e0dcf55fcacc60e05,23-05-2018 16:55,70,15.37,85.37
54fb6d834ad868ddda6fd4562d4be5a2,c46757e9d12534dc8e5e6ab555cb5c9b,delivered,14-06-2018 09:31,14-06-2018 09:57,14-06-2018 13:35,18-06-2018 23:03,11-07-2018,2018,6,14,Thursday,4,26,-22,1,77e54bccbb383f52f76910f34d4cda43,ae45df84722b1d15c5f32b23a095746c,20-06-2018 09:57,99.99,13.36,113.35
c28c74ee5fb4a731178895058c0de619,95a9b81cce2d0d0b67b3896cb2523b2e,delivered,10-06-2018 19:54,10-06-2018 20:17,11-06-2018 14:29,11-07-2018 23:51,16-07-2018,2018,6,10,Sunday,31,35,-4,1,fe75529a267b76ac6e96f0c322a899a4,620c87c171fb2a6dd6e8bb4dec959fc6,14-06-2018 20:17,119.9,37.53,157.43
db54a9396f6a1b119b7f8e889d53030f,2918c74d2ff44c2b3299d08fa6578e50,delivered,17-03-2018 17:14,17-03-2018 17:36,19-03-2018 17:04,02-04-2018 20:57,12-04-2018,2018,3,17,Saturday,16,25,-9,1,4413a608a42bd21bbf9d5abbd58c249a,7ddcbb64b5bc1ef36ca8c151f6ec77df,22-03-2018 17:32,176.99,20.76,197.75
d520b96e396bd11c8861b4310c25388b,980341a4c8369afc8672ef5dadaecd1d,delivered,02-08-2018 19:55,02-08-2018 20:10,03-08-2018 14:38,07-08-2018 15:17,20-08-2018,2018,8,2,Thursday,4,17,-13,1,2ff995aead9c63a1f37a07b3664ead37,8b9d6eec4a7eb7d0f9d579ce0b38324d,06-08-2018 20:10,74.99,17.16,92.15
6db98cef3c7058f05f604483aadd2f14,fa5ed72712ff7a576ba7596a5ca74b58,delivered,09-01-2018 18:30,10-01-2018 10:32,11-01-2018 18:39,17-01-2018 21:28,07-02-2018,2018,1,9,Tuesday,8,28,-20,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,15-01-2018 19:31,49.9,37.9,87.8
b95abf4aa5b57ad7551356eca72b53fe,f142390d014395d7bf779fca41013d91,delivered,16-01-2018 14:36,16-01-2018 14:51,18-01-2018 15:38,24-01-2018 19:34,07-02-2018,2018,1,16,Tuesday,8,21,-13,3,9ecadb84c81da840dbf3564378b586e9,1025f0e2d44d7041d6cf58b6550e0bfa,23-01-2018 14:51,38.4,15.11,53.51
497463bc831a82dc0db5cdbb85c3a33b,4619492b155e0aa14feba59ad43194b3,delivered,22-12-2017 12:59,22-12-2017 13:14,03-01-2018 20:37,05-01-2018 17:09,12-01-2018,2017,12,22,Friday,14,20,-6,2,6a09d996beaebffe169f70c614ac2485,fcb5ace8bcc92f75707dc0f01a27d269,29-12-2017 13:14,63,7.78,70.78
3b2285d4d80f742f34cc959e041722a9,e908b924226c39f055d910e21acdef87,delivered,22-01-2018 14:29,22-01-2018 14:38,24-01-2018 00:05,31-01-2018 23:22,16-02-2018,2018,1,22,Monday,9,24,-15,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,26-01-2018 14:38,86.9,2.1,89
b266fc1224f5d4b3ea5c8ac9ffaec15e,fb10366b5cffb865f427f5a5960fe220,delivered,04-07-2018 23:17,05-07-2018 16:33,09-07-2018 13:12,13-07-2018 14:03,02-08-2018,2018,7,4,Wednesday,8,28,-20,2,f41b27c06a91e6f554c113a7e702ee7a,014c0679dd340a0e338872e7ec85666a,10-07-2018 23:31,340,28.68,368.68
d2f6de2ff8b1a8a061b5e9af878ca86d,cca8e8cf66f7fb6cd5c7a6ca5e0f9149,delivered,31-01-2018 13:16,31-01-2018 14:03,01-02-2018 19:28,10-02-2018 04:28,01-03-2018,2018,1,31,Wednesday,9,28,-19,1,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,06-02-2018 14:03,99.9,20.19,120.09
432b5f7e5eb54872aace60c4313c52d8,97ebd831465dcafb7b8aba3bed42adaa,delivered,17-04-2018 08:53,18-04-2018 08:51,18-04-2018 20:58,26-04-2018 20:55,30-05-2018,2018,4,17,Tuesday,9,42,-33,1,1acb18fc869c5489d5f76abcd681165e,6d803cb79cc31c41c4c789a75933b3c7,25-04-2018 08:51,135,23.53,158.53
e21965e5414f7e165a71649e68030100,e829a679d7e15bafba4c7405740eee23,delivered,18-03-2017 21:58,18-03-2017 21:58,23-03-2017 10:57,11-04-2017 08:55,26-04-2017,2017,3,18,Saturday,23,38,-15,1,9da0bebb7f9168679e748abbfad05edd,d2374cbcbb3ca4ab1086534108cc3ab7,05-04-2017 21:58,25.9,14.52,40.42
ad3c2d0868f09cf3bfcf3c5277cb8c95,cb26ed4a22f051e22f744d6381951357,delivered,28-05-2017 11:40,28-05-2017 11:55,29-05-2017 11:08,08-06-2017 13:35,23-06-2017,2017,5,28,Sunday,11,25,-14,1,5d5288d3096b9becaa3566f64fe88110,c3cfdc648177fdbbbb35635a37472c53,05-06-2017 11:55,46.9,14.1,61
